Link,Question Title,Question Body,Comments
https://community.sw.siemens.com/s/question/0D54O000088QtZCSA0/creating-a-postprocessor-using-post-builder-in-nx-12,creating a post-processor using post builder in NX 12,"Hello my name is egy,I want to ask a few things, if you want to make a post-processor with basic turning equipped with a milling process, where should I start? I used the post builder in Siemens NX 12 to make it. I complete with a picture of what movements are on the machine, hopefully someone has an idea on my problem, I have tried to connect two posts, namely, post turning and millturn (XZC) but for the XYZ(G17,G19) one I am confused. maybe someone can help me? Thank you,best regards,Egy","samwiseh You want to look into Linked Posts in the documentation. For a machine like this you would likely have 3 posts or more linked together, and within NX you control which post using the Head UDE.  For example, you might have a main post which is just for the lathe portion of the machine, and then the milling post or posts could then link to it. You might have multiple mill posts, one for each tool axis direction, since the kinematics would be different if the live tool spindle is in the machines Z or X direction. egysukmawan123 thank you for the answer sir, do you have any suggestion for the post mill? i already use XZC(millturn) for G17, for the other post mill what should i use?(G19)  ||| egysukmawan123 thank you for the answer sir, do you have any suggestion for the post mill? i already use XZC(millturn) for G17, for the other post mill what should i use?(G19)  ||| JasonOtto For an example of linked posts used with a mill turn machine, please reference the OOTB sample sim10 machine setup.  In NX12, the standard location of the sample file is:  C:\ProgramFiles\Siemens\NX 12.0\MACH\samples\nc_simulation_samples\sim10_millturn_5ax_cam_fanuc_in.prt  This machine has a similar rear turret configuration to yours, except with just the one main spindle.  It has a post builder post built using a set of linked posts.  The posts live here:  C:\ProgramFiles\Siemens\NX 12.0\MACH\resource\library\machine\installed_machines\sim10_millturn_5ax\postprocessor\fanuc  You can open the inch master post: sim10_millturn_5ax_MASTER_IN.pui  and see how the other posts are linked within it:  To call up a particular post for a give operation, you would place the operation under the proper method parent.  The method has a HEAD event in place with a value that calls up a Head from the list of linked posts in the master post.  So for these drilling operations, we see that they are under the DRILL_METHOD_X method.  That method has a Head event that names the ""MILL_X"" object, and thus the master post will automatically branch to the run the xzc_millturn_mill_x_IN subpost from the list of linked posts it contains when it hits these operations:  You can create any number of linked posts within the master post - whatever you need to make your control work for certain conditions.  egysukmawan123 Thanks Jason, very helpful with the understanding you provide, but I have a problem with the post processor in NX sim10_millturn_5ax_MASTER_mm when I try it with the example of the object that I will create something like this,  is there a solution to this? if allowed, is it possible to request your post file that can be run as an example for the type of machine that I will make, thank you.﻿ ||| egysukmawan123 Thanks Jason, very helpful with the understanding you provide, but I have a problem with the post processor in NX sim10_millturn_5ax_MASTER_mm when I try it with the example of the object that I will create something like this,  is there a solution to this? if allowed, is it possible to request your post file that can be run as an example for the type of machine that I will make, thank you.﻿ ||| JasonOtto Egy- This post is designed to run in the sim10 machine kit folder structure, and it is calling its own .cdl file for user defined events.  As the error message states, it can't find that file.  This would be the case if you copied the post fileset out to some other location and didn't bring that cdl file with it.  The pointer for the sim10_millturn_5ax_ude.cdl file is here in the post.  You can redirect this to find the cdl file wherever it lives in your environment, or turn it off completely if you are not using this file in your copy of the post.   egysukmawan123 well thank you sir, your answer is very helpful.  sorry I want to ask another thing, if I want to make XYZC operation I have to use what kind of post build? because this post build is only XZC operation, thank you in advance. ||| egysukmawan123 well thank you sir, your answer is very helpful.  sorry I want to ask another thing, if I want to make XYZC operation I have to use what kind of post build? because this post build is only XZC operation, thank you in advance. ||| JasonOtto An XYZC post would just be a 4-axis mill post with the one rotary table axis defined as the lathe spindle rotation.   egysukmawan123 okey sir, sorry I have a problem where the table cannot be on the XY axis.  ||| egysukmawan123 okey sir, sorry I have a problem where the table cannot be on the XY axis.  ||| JasonOtto Yes, that message appears when you hit the Display Machine Tool button.  The process inside of post builder that tries to show you the machine kinematics does not support the XY plane for the 4th axis.  However, the post can be saved and it will produce C axis motion with no trouble."
https://community.sw.siemens.com/s/question/0D54O000088sT5ASAU/how-does-the-post-configurator-define-vector-32-mode,How does the post configurator define vector 3+2 mode,像平面矢量 BX0.0000000 BY1.0000000 BZ0.0000000 NX-0.1961161 NY0.0000000 NZ0.9805807 转 F5000 SEQ+ 表腐烂或者西门子系统的 3+2 矢量方法,
https://community.sw.siemens.com/s/question/0D54O000088Qu50SAC/what-is-the-mom-variable-to-define-the-direction-of-the-linear-axes,What is the mom variable to define the direction of the linear axes?,"Hi,I'm looking for mom variables that define the direction of the linear axes (X, Y, Z) in a TCL file.When I search for such variables, all I find is variables for rotary (4th and 5th) axes NOT the linear axes. Please advise.","tusharkulkarni(Siemens Employee) HelloMo1987,  You may try with, mom_tool_axis(0), mom_tool_axis(1), mom_tool_axis(2) respectively used for X, Y and Z  Regads, Tushar Kulkarni Mo1987 Thanks for your reply, Tushar.  I was actually looking for a different set of mom variables. The ones that are responsible for defining the orientation and the direction of the linear axes of the machines just like mom variables ""mom_kin_4th_axis_vector()"" and ""mom_kin_5th_axis_vector"". ||| Mo1987 Thanks for your reply, Tushar.  I was actually looking for a different set of mom variables. The ones that are responsible for defining the orientation and the direction of the linear axes of the machines just like mom variables ""mom_kin_4th_axis_vector()"" and ""mom_kin_5th_axis_vector"". ||| shags72 Take a look inside ugpost_base file. Copy it out so you don't mess up the original accidentally and search for vector. There's a lot of vector math and I think you could use the variables in their math to get it. Mo1987 Where do I find ugpost_base file? I'm new to NX and recently started learning Post Configurator (PC). The goal I'm trying to achieve is reversing/mirroring an axis. The physical machine is configured with a mirrored X-Axis and I wan to mimic that in the post-processor. I was told that Post Builder had mirror axis option but I can't find such an option in PC. This is why I was looking for a mom variable to mirror the X-Axis in a TCL file. Girija_Pal(Siemens Employee) Hi@Mo1987​ Could you please try with multiply factor of (-1) for X-Axis to achieve reversing/mirroring, as the physical machine is configured with a mirrored X-Axis.  Thanks Mo1987 I actually thought about it but it's not a very elegant solution since I need to change every instance of s-axis position in block templates. ||| Mo1987 Where do I find ugpost_base file? I'm new to NX and recently started learning Post Configurator (PC). The goal I'm trying to achieve is reversing/mirroring an axis. The physical machine is configured with a mirrored X-Axis and I wan to mimic that in the post-processor. I was told that Post Builder had mirror axis option but I can't find such an option in PC. This is why I was looking for a mom variable to mirror the X-Axis in a TCL file. Girija_Pal(Siemens Employee) Hi@Mo1987​ Could you please try with multiply factor of (-1) for X-Axis to achieve reversing/mirroring, as the physical machine is configured with a mirrored X-Axis.  Thanks Mo1987 I actually thought about it but it's not a very elegant solution since I need to change every instance of s-axis position in block templates. ||| Girija_Pal(Siemens Employee) Hi@Mo1987​ Could you please try with multiply factor of (-1) for X-Axis to achieve reversing/mirroring, as the physical machine is configured with a mirrored X-Axis.  Thanks ||| Mo1987 I actually thought about it but it's not a very elegant solution since I need to change every instance of s-axis position in block templates. ||| shags72 The mirror is in this dialogue.   Mo1987 Thanks. But as I mentioned, I'm writing post using Post Configurator. I was wondering if the mirror axis option is available in PC. ||| Mo1987 Thanks. But as I mentioned, I'm writing post using Post Configurator. I was wondering if the mirror axis option is available in PC. ||| shags72 I missed that. I would think it is but have no xp in PC. Sorry.   Mo1987 Thanks. ||| Mo1987 Thanks."
https://community.sw.siemens.com/s/question/0D54O000088rob0SAA/nx9-install-for-win11,NX9  Install for win11,"I would like to ask if NX9 can be installed on win11, or if there is any recommended installation information for NX9 that can be provided to meThanks","Stefan Pendl NX9 is not tested on Windows 11, so you will have to test by yourself. The first release officially supported on Windows 11 is NX 2007. ||| j.s  Thank you for your reply  Where can I find SIEMENS official website to provide installation suggestions for each version? LarsOkkels(Siemens Employee) OnSiemens Support Center SelectNXas Product, then selectDocumentation In theDocument Typeslist selectInstallation and Licensing There you will find anNX installation guide for Windows Thislinkis for the NX2306 guide.  You can change the NX version in a drop down in the top right corner.  j.s Thank you for your reply and help with my problem  ||| LarsOkkels(Siemens Employee) OnSiemens Support Center SelectNXas Product, then selectDocumentation In theDocument Typeslist selectInstallation and Licensing There you will find anNX installation guide for Windows Thislinkis for the NX2306 guide.  You can change the NX version in a drop down in the top right corner.  j.s Thank you for your reply and help with my problem  ||| j.s Thank you for your reply and help with my problem  ||| Stefan Pendl In general the installation instructions are the same as for Windows 7. In the download there is a folder docs, where the installation instructions for the release are located. j.s Thank you for your reply and help with my problem  ||| j.s Thank you for your reply and help with my problem  ||| Yoshinori Hij.s,  If you are NX user, you can download NX Media from Support Center and use it.  Support Center Login link : https://support.sw.siemens.com/en-US/  NX Download link : https://support.sw.siemens.com/en-US/product/209349590/downloads  However, NX9 is neither certified nor tested on Windows 11, so I'm sure there are multiple commands that don't work. Please note that if you have any problem such as not work, you will be unable to get Siemens support.  If there is no particular reason to use NX9, we recommend using NX Series which is currently under maintenance. It is NX2212 Series and NX2306 Series.  e.g, under NX 2306 download link you can find some documentations such as Release Note, Installation Guide and other important materials and get all recommended installation information. https://support.sw.siemens.com/en-US/product/209349590/download/PL20230629051744388  PS. for NX whose maintenance has ended, basically it is not possible to download the media from Support Center.  I hope this helps. j.s Thank you for your reply and help with my problem  ||| j.s Thank you for your reply and help with my problem "
https://community.sw.siemens.com/s/question/0D54O000088SBAUSA4/s-junction-and-sm-junction-what-are-the-differences-between-these-two-junctions,"""S"" junction and ""S_M"" junction: What are the differences between these two junctions?","Hello colleagues,I have a question about spindle junction in CSE kinematics simulation in NXCAM.""S"" junction and ""S_M"" junction: What are the differences between these two junctions?I haven't figured it out yet.Please help me.","Thomas_S Hi,  to be honest the different is the name ;-) That will be used to grasp/mount a tool and the Anycontroller program usually uses that name.  e.g. like that: sJounctionName = ""S_M""; grasp     (    getNextTool(sCarrierName), getJunction(sSpindleName, sJounctionName));  Hope that helps ||| Mustafa_Ş Thank you for your answer, Thomas.  Actually, this morning I tried to change the junction name and MCF file. Also, I replied that another tool changed files in the subprogram, so it worked well. When I work to figure it out, this topic has been used by me in Sim_07 Fanuc and Sim_09 Fanuc.""  Thank you for your help. ||| heinrich.schauer8458(Partner) When i remember correct than in the past ""S"" is used. When you have an machine with eg. an RA-Head is mounted you need different names for the Junctions. ""S_M""   is used for the (S)pindle and (M)achine ""S_H""    is used for (S)pindle and  (H)ead  hope the clarifies this things  Regards Heinrich ||| Mustafa_Ş  Hi Heinrich,  I have understood your answer, and this knowledge about the S-M and S-H junctions is very useful for us. Actually, I was planning to ask a second question about that, but you have already addressed it in your previous response.  Thank you for your help."
https://community.sw.siemens.com/s/question/0D54O000088RyHbSAK/where-can-i-find-the-tcl-command-libspfdefaultinitialsetting,"where can I find the TCL command ""LIB_SPF_default_initial_setting""","where can I find the TCL command ""LIB_SPF_default_initial_setting""","ibasavraj Hi, ""LIB_SPF_default_initial_setting"" is a MOM event that you can extend in Post Configurator.  This is already defined in library, if you want to extend over the default use customization in tcl and extend this MO event.  Regards Basavraj"
https://community.sw.siemens.com/s/question/0D54O000088rYcTSAU/post-builder-fix-for-cutcom,Post Builder Fix for cutcom?,"How can I force my post to output a D comp value for each new operation? My problem is say I run Tool 1 as the 3rd operation in my program, with cutcom. The next 5 operations that I run do not use cutcom, then Tool 1 is called back up which also uses cutcom. In this instance because post builder is seeing this as a modal command, it is outputting a G41 but no D value becuase the last known D value that was output in the 3rd operation is still ""active"". Any fix other than using UDE's for this?If I force output, or remove ""optional"" it posts on every linear line of code which I do not want.","User16582332594699788039 in the cutcom off template add a line of code ""MOM_force Once D"" Burnzy Sorry I'm not exactly sure where to put that. I've attached a picture of what my first thought is for ""cutcom off"". Should I be looking elsewhere? ||| Burnzy Sorry I'm not exactly sure where to put that. I've attached a picture of what my first thought is for ""cutcom off"". Should I be looking elsewhere? ||| User16582332594699788039 add it there or in MOM_cutcom_on. You will have to append a custom_command using the event editor ""Add Word"",new-custom command and type in the command in the new macro. Give the macro a name you will recognize. ||| Stefan Pendl Is the G40 output after the first use of cut-com by calling the cutcom off template? If you output it by using MOM_output_literal the active counter is not reset and the G41 is not output correctly. Burnzy This may be my issue. Can you explain the difference between the cutcom off template and MOM_output_literal?  Other than my ""linear move"" containing the cutcom command LEFT/RIGHT/OFF in the picture in my initial post, I think the only other place cutcom off is in the picture attached to this post. ||| Burnzy This may be my issue. Can you explain the difference between the cutcom off template and MOM_output_literal?  Other than my ""linear move"" containing the cutcom command LEFT/RIGHT/OFF in the picture in my initial post, I think the only other place cutcom off is in the picture attached to this post. ||| Stefan Pendl The difference between MOM_do_template and MOM_output_literal is that NX is not keeping track of the state of modal words when using MOM_output_literal. When you list the tool path in NX is there a cutcom off statement shown? Burnzy I'm trying to figure out where the location is within post builder for mom_do_template vs mom_output_literal. The post is being output with G40's yes. ||| Burnzy I'm trying to figure out where the location is within post builder for mom_do_template vs mom_output_literal. The post is being output with G40's yes. ||| Stefan Pendl You can activate the review tool when post-processing from within NX. This will open an additional window where the NC code is listed, if you select the line with the G40, then the event will be displayed in the middle. You can then search the Tcl script for the event and see what events are called in addition or what code is used. Burnzy So the event is MOM_cutcom_off. I'm not sure what I should be doing in the TCL script to try to get this to work.   ||| Burnzy So the event is MOM_cutcom_off. I'm not sure what I should be doing in the TCL script to try to get this to work.   ||| Stefan Pendl So in PB you will check the event cutcom off if it executes a template or a custom command. Check the custom command if this is what gets executed."
https://community.sw.siemens.com/s/question/0D54O000088RUEUSA4/c-axis-overtravels-with-double-head-machine,C axis over-travels with double head machine,"I'm using PB to write a post for a double head machine, the axis of rotation is the AC axis, and when the  I want to customize the output to be relevant, and I find that in the generated program there are two pieces of the same output at the over-traveled position, before and after that piece of code. How can I handle this?﻿","JasonOtto What version of post builder/NX are you using?  There was a known issue some years ago where the axis violation handler custom command is executed twice when read ahead is enabled in the post.  For example:  N1430 X26.483 Y39.634 C-213.75 N1440 +++++ UD LIM ACTION +++++++++++++++++++++++++++ N1450 X28.018 Y38.564 C-216. N1460 +++++ UD LIM ACTION +++++++++++++++++++++++++++ N1470 X29.511 Y37.434 C141.75  This seems to be the same issue you are talking about.  This was reported against NX11 and is supposed to be fixed for NX1847 and up.  blessed1985 how can I enable the option of reading ahead JasonOtto To turn on the read ahead option in post builder, this command is added to the Start of Program:  ====================================== global mom_kin_read_ahead_next_motion  set mom_kin_read_ahead_next_motion 1  MOM_reload_kinematics ======================================  MarioMao I've tried using the PB version 1874 and the latest version 2306 you mentioned, but neither of them can achieve the single line output I want, is there any other good solution?﻿ ||| blessed1985 how can I enable the option of reading ahead JasonOtto To turn on the read ahead option in post builder, this command is added to the Start of Program:  ====================================== global mom_kin_read_ahead_next_motion  set mom_kin_read_ahead_next_motion 1  MOM_reload_kinematics ======================================  ||| JasonOtto To turn on the read ahead option in post builder, this command is added to the Start of Program:  ====================================== global mom_kin_read_ahead_next_motion  set mom_kin_read_ahead_next_motion 1  MOM_reload_kinematics ======================================  ||| MarioMao I've tried using the PB version 1874 and the latest version 2306 you mentioned, but neither of them can achieve the single line output I want, is there any other good solution?﻿ ||| JasonOtto I'm not aware of any other built in solution.  Which version of NX are you post processing from, not the version of post builder?  If this version is not giving only the one line, you will probably have to build a bit of logic to tell if the command has been output already and then suppress it the second time is is executed."
https://community.sw.siemens.com/s/question/0D54O000088ruXdSAI/invitation-to-support-enhancement-allow-auto-feed-rate-for-all-heidenhain-cycle-udes,invitation to support enhancement - Allow AUTO feed rate for all Heidenhain cycle UDEs,"Support case #10800431 requests to support AUTO and MAX for feed rate parameters contained in all Heidenhain cycle UDEs.Open your own support case at the support center and request to be added to this enhancement request if you also see value in this.The more customers request an enhancement, the earlier it gets implemented.Below find the case text as a reference.1.ShortDescriptionof desired enhancement:(Problemrather than a solution)-whenusinga UDE to specify additionalHeidenhaincycle information itisnotpossible to specify the AUTO feed rate2.Whatactivityinyour processisthe productnotable to currently handle?-specify the AUTO feed rateforHeidenhaincycle options derivedfroman UDE3.Whatresult are you trying to achieve?(Pleaseprovideasmany detailsaspossible.)-specify the AUTO feed rateforcycle feed parameters of an UDE4.Doyou currently have a workaround?Ifyes,please describe it.-change the parameterinthe.CDL filefromdata type integer tostringmanually,whichisnotupdate safe5.Doyou have a proposalforthe solution you envisionSiemensPLM providingforthiscapability?-change the data typefrominteger tostringwheretheHeidenhaincontroller supports AUTOorMAXinaddition to a value6.Howmuch of an impact wouldthisenhancement have on the work-flowinyour scenario?-VeryLowLowMedium>High<VeryHigh7.Howoften doesthiseffect usersinyour organization?-Hourly>Daily<WeeklyMonthlyYearly8.Howmany usersinyour organization are affected?-1-56-20>21-100<100-500500+9.Otherinformation:-asan example see file ctrl_itnc530_base.cdl,eventlib_event_cycle_265,parameters Q254andQ207-link to existing ER#10800431Thanks in avance for your support.",
https://community.sw.siemens.com/s/question/0D54O000088rqjeSAA/opticam-install,Opticam Install,"I have some problem after I install Opticam On Nx2206. I don't find any icon relating Opticam.  I see operation as the image below, but it is not active. Please help me, How to show Icon Opticam on NX",LarsOkkels(Siemens Employee) Please see answers in this discussion thread:OPTICAM Wire EDM add on 
https://community.sw.siemens.com/s/question/0D54O00007tA7S2SAK/nx-opticam-addon-errors,NX OPTICAM ADD-ON errors,"Hello Everyone,1.     I just installed the new OPTICAM add-on and want to test it. I created a sample part and subsequent manufacturing part in the same OPTICAM NX environment. NX always crashes when I try to use feature recognition options.2.     So I created a manufacturing file in another NX environment and opened it in OPTICAM NX and try to run feature recognition. It is working fine now. Does anybody know why this is happening?3.     But after creating features, the feature “solid simulation of operations” is not working as I cannot see any simulation of features.4.     And what is this dialog box which is popping up for every option? Sometimes I cannot even select anything with this.I couldn't find a proper answer anywhere, can someone please help me with this?@Steven Duan​Best regards,Nani","Steven Duan Hello, Nani please follow up below image to program for this new OPTICAM. need to open NX through OPTICAM button in start menu. then you have two options, one is to open existing CAD file or New a part, if you have Modeling module, you could enter Modeling and create 3D part for WEDM cut. then, in the left side Navigator, you could switch to OPTICAM Programming environment for next steps. when you finish programming, then you could ""Solid Simulation of operation"", the first time, it will automatically jump to NX ""Manufacturing""  module, operation will be created for simulation. yes, you are correct. if you open any .prt file that is saved under Manufacturing module, then simulation is not working. about the point 4, this dialog box is used by OPTICAM itself, user don't need to do anything, just let it alone. and currently this dialog box can't be hidden, in the next version, R&D guys will try to hide it. About point 1, I have never encounter it.  don't know if the CAD file issue. possible to share file? Cheers Steven  Nani Hello steven,  Thank you so much. It is working fine now. I created a part model and directly clicked on the OPTICAM Programming environment and everything is working fine including the simulation.  But it is working fine now, thanks again. Have a great day.  Best regards, Nani ||| Nani Hello steven,  Thank you so much. It is working fine now. I created a part model and directly clicked on the OPTICAM Programming environment and everything is working fine including the simulation.  But it is working fine now, thanks again. Have a great day.  Best regards, Nani ||| huanduongnx4969 I juss install Opticam on NX2206, but it not active. I also don't find any Icon relating Opticam although I click Opticam Icon. Please help me. LarsOkkels(Siemens Employee) Please see answers posted to you in this discussion thread:OPTICAM Wire EDM add on ||| LarsOkkels(Siemens Employee) Please see answers posted to you in this discussion thread:OPTICAM Wire EDM add on"
https://community.sw.siemens.com/s/question/0D54O00007oIBMpSAO/opticam-wire-edm-add-on,OPTICAM Wire EDM add on,Hi!I tried to install it. I can't see any tab for it. Just a submenu like the picture. But all of the options are inactive. What's wrong?,"Steven Duan Hi, Hastaan Did you update your license to run this add-on? this add-on need NX license to add NX11465 option. Thanks Steven huanduongnx4969 Can you explain for me a little? . What's NX11465 option ? LarsOkkels(Siemens Employee) NX11465 is the NX CAM Wire EDM Advanced package required to run it in NX  Contact your local sales to learn more about price. ||| huanduongnx4969 Can you explain for me a little? . What's NX11465 option ? LarsOkkels(Siemens Employee) NX11465 is the NX CAM Wire EDM Advanced package required to run it in NX  Contact your local sales to learn more about price. ||| LarsOkkels(Siemens Employee) NX11465 is the NX CAM Wire EDM Advanced package required to run it in NX  Contact your local sales to learn more about price."
https://community.sw.siemens.com/s/question/0D54O000088Q4mASAS/can-i-also-import-toolpath-when-adding-component,Can i also import toolpath when adding component?,Can i also import toolpath when adding component?So i don't need to recreat toolpath already exist?,"Stefan Pendl There is an option in manufacturing to copy the tool path from the component. Seehttps://docs.sw.siemens.com/en-US/doc/209349590/PL20220512394070742.mfggeneral/xid1307326 Spitfire After add component and enter manufacturing,It is still black out.(The component has tool path inside and the machining environment is the same between component and working part.) When i enter manufacturing a message show up: displaying part will set to be work part. Is this the case or that command is dead already? Thank ypu for your reply!  Stefan Pendl Did you follow the step-by-step instructions as shown on the page I linked? Generally the work part has to be the displayed part in manufacturing, it is not supported to have a component set as work part. What is not clear in the explanation? Spitfire I just got it worked accidentally...still don't know why it works this time... Nevermind,I get next problem,could you help me out please?  After pattern component and copy CAM from component,I notice that the MCS is overlap in the original component. what i have expected is they will link to their own component. So how to achieve that ?  Appreciate! Spitfire main assembly 469KB Spitfire component 613KB Spitfire Changed creation method to inferred and it gives me what i want. ||| Spitfire After add component and enter manufacturing,It is still black out.(The component has tool path inside and the machining environment is the same between component and working part.) When i enter manufacturing a message show up: displaying part will set to be work part. Is this the case or that command is dead already? Thank ypu for your reply!  Stefan Pendl Did you follow the step-by-step instructions as shown on the page I linked? Generally the work part has to be the displayed part in manufacturing, it is not supported to have a component set as work part. What is not clear in the explanation? Spitfire I just got it worked accidentally...still don't know why it works this time... Nevermind,I get next problem,could you help me out please?  After pattern component and copy CAM from component,I notice that the MCS is overlap in the original component. what i have expected is they will link to their own component. So how to achieve that ?  Appreciate! Spitfire main assembly 469KB Spitfire component 613KB Spitfire Changed creation method to inferred and it gives me what i want. ||| Stefan Pendl Did you follow the step-by-step instructions as shown on the page I linked? Generally the work part has to be the displayed part in manufacturing, it is not supported to have a component set as work part. What is not clear in the explanation? ||| Spitfire I just got it worked accidentally...still don't know why it works this time... Nevermind,I get next problem,could you help me out please?  After pattern component and copy CAM from component,I notice that the MCS is overlap in the original component. what i have expected is they will link to their own component. So how to achieve that ?  Appreciate! ||| Spitfire main assembly 469KB ||| Spitfire component 613KB ||| Spitfire Changed creation method to inferred and it gives me what i want."
https://community.sw.siemens.com/s/question/0D54O000088SDuOSAW/can-i-use-indexable-drill-for-boring-operations-in-turning,Can i use Indexable drill for boring operations in turning?,,shags72 Isn't there an offcenter drill option in the lathe drill operation? I just use a fake bore tool.
https://community.sw.siemens.com/s/question/0D54O000088G1aYSAS/what-choice-of-toolpath-for-these-small-internal-radii,What choice of toolpath for these small internal radii,"Just curious how others attack parts like this. Part itself is not difficult , its just a bit tedious with how I have learned to attack the part. I will end up splitting the model surfaces so I can machine with larger tools, then leave small areas that I can come back and surface with smaller endmills. It works ok, just is time consuming and I would like to know what software features or cuts can attack areas like this (mainly for finishing) to produce a good part.I would be doing this on a 5 axis where I can set different angles and just 3+2 the walls","Dstryr Option 1: Flow milling operation. Turn off collision checking / holder avoidance. Get a good path shape then you can use tilt tool axis to fix collisions.  Option 2: Guide curve operation > Constant Offset and set the stepover to number. You can specify how many stepovers away from the curve. You can also extract the curve and easily trim it in the curve menus without having to divide the model. This is a little faster   Hope you are doing well. I knew I recognized the colored fixture below the part lol  Dennis  Brian. Dennis,  The fixture color was that obvious huh? lol that's pretty funny. I will play around with flow milling though, I usually default to something like area mill on sections like that and it works ok... just trying to find some better ways to do things.  Thanks for the reply, hope you guys are doing good up there too! ||| Brian. Dennis,  The fixture color was that obvious huh? lol that's pretty funny. I will play around with flow milling though, I usually default to something like area mill on sections like that and it works ok... just trying to find some better ways to do things.  Thanks for the reply, hope you guys are doing good up there too!"
https://community.sw.siemens.com/s/question/0D54O000088S3bQSAS/synchronization-errors-during-machine-code-based-simulation-within-isv-environment,Synchronization errors during Machine Code Based Simulation within ISV environment,"Hello,In the video below, as you can see I have built the CNC machine tool kinematic model for a DMG DMU 65. In the toolpath based simulation, the tool moves as expected but in the machine code based simulation I am facing some synchronization errors. For example, during a simultaneous operation it seems that the tool doesn't follow the part despite the x, y, z, a, c coordinates are correct.Any idea about this?I have to underline that the post processor is tested and works fine in accordance with the natural CNC machine tool.Thank you in advance!Regards,Dimitrios","Stefan Pendl Do you select the correct zero in the NC code (G54, etc.)? I have had such issues only if the wrong preset was selected in the NC code. ||| dtziatzios(Partner) Hi Stefan,  Thanks for your comment.  The workflow I usually follow concerning the MCS is this one below :   In case there was an error concerning multiple MCS, wouldn't I have the same synchronization error in the toolpath based simulation too?   Regards,  Dimitrios ||| Stefan Pendl Does the NC code contain the correct preset call? If this is not the case then the simulation does not use the correct preset. ||| dtziatzios(Partner) Stefan,  That's the begining part of the NC Code :   steffen.knorr1.567511389503912E12 you can check that easily in the folder CSE-files. In G53 you should have no transformation.  dtziatzios(Partner) Steffen,  Let me check it. Thanks for this! 🙂 dtziatzios(Partner) Steffen,  As you can see, in G53 I have no transformation :   So, the problem is located somewhere else... 😞 ||| steffen.knorr1.567511389503912E12 you can check that easily in the folder CSE-files. In G53 you should have no transformation.  dtziatzios(Partner) Steffen,  Let me check it. Thanks for this! 🙂 dtziatzios(Partner) Steffen,  As you can see, in G53 I have no transformation :   So, the problem is located somewhere else... 😞 ||| dtziatzios(Partner) Steffen,  Let me check it. Thanks for this! 🙂 ||| dtziatzios(Partner) Steffen,  As you can see, in G53 I have no transformation :   So, the problem is located somewhere else... 😞 ||| steffen.knorr1.567511389503912E12 Hello Dimitrios, it could be a couple of things. When I saw it correctly your Y-Axis look to the wrong direction in Main 0 , you should rotate 180°. You should never have a rotation in G53 and all other zero points, if you need a rotation you should use KSYS rotation after a Fixture offset. To avoid this problem it´s easier to load the machine first and mount machine zero to MCS zero. If you still have the problem you have to check your machine zero in the machine_base  dtziatzios(Partner) Hi Steffen,  Thanks for your comment too.  I don't think the direction of the Y axis is such a crucial issue for this synchronization error. As you can see in the video below, by changing the Y axis direction, the tool just changes side about the part. It still doesn't follow the part geometry. movie_2 106.2MB ||| dtziatzios(Partner) Hi Steffen,  Thanks for your comment too.  I don't think the direction of the Y axis is such a crucial issue for this synchronization error. As you can see in the video below, by changing the Y axis direction, the tool just changes side about the part. It still doesn't follow the part geometry. movie_2 106.2MB ||| steffen.knorr1.567511389503912E12 habe noch gesehen, dass dein Maschinennullpunkt nicht richtig liegt. Nomalerweise liegen die bei den DMU´s immer in der Spindel. d.h. dein Machine_zero ist nicht gleich wie dein G53 im CAM. Bei deine SUPA Bewungen müsste die MAschine dann auch auf Endschalter fahren."
