Link,Document Title,Document Body
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid731476,Collision Settings dialog box,"IPW Collision Settings
Pause on Collision
Animation pauses when the tool collides with the IPW at rapid speed. The animation pauses when the tool holder collides at any speed.
Check Between Operations
Generates motions internally for the transition from one operation to the next, and checks these motions for collision.
Check on Tool Change
Activates collision checking between operations when a tool change occurs.
Check on Tool Axis Change
Activates collision checking between operations when the tool axis changes.
Note:
The 3D Dynamic verification checks for collisions with the IPW in rapid mode and holder collisions with the IPW. It does not check by default for gouges against the part and does not list them. You can check for gouges using the Compare command."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1373917,Enhance IPW Resolution dialog box,"Orientation
Orientation
Lets you orient the enhancement box relative to the blank and the part geometry.
MCS
Uses the existing machine coordinate system.
Specify CSYS
Lets you specify a coordinate system other than the MCS.
Limits
XM-, XM+, YM-, YM+, ZM-, ZM+
Allows you to enter values to resize the box, or displays updated values if you resize the box using the handles in the graphics window.
Enhancement Factor
Low→High
Use the slider to increase or decrease the amount of the enhancement resolution.
Action
Execute
Enhances the IPW resolution within the selected box.
Refit Enhancement Box
Recalculates the enhancement box according to the current view orientation and zoom factor.
Where do I find it?
Application
Manufacturing
Location in Simulation Control Panel dialog box
Simulation Settings group
Location in Verify dialog box
3D Dynamic tab"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/create_ipw_color_plot_ht,Create an IPW color plot for a Milling operation,"Before you can create an IPW color plot, you must have a 3D Dynamic model. You can generate this model when you play an animation using 3D Dynamic options in the Tool Path Visualization dialog box.
In the Tool Path Visualization dialog box, click the 3D Dynamic tab
Click Play .
The material is removed and the IPW is created.
Click Analyze.
Tip:
Notice the top of the color scale indicates the greatest stock thickness.
To identify the material depth at different locations, click the desired location on the part."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1760288,Manufacturing Compare Tool,"What is it?
The Manufacturing Compare Tool lets you compare two revisions of the same part. You can use the differences to find related operations of the relevant part using the Machining Feature Navigator and check if something needs to be modified.
In the Manufacturing Compare Tool, you can:
Use filters to compare the revisions based on criteria such as an object's name, properties, or parent-child relationships.
Change the configuration of the columns. You can also use the Configure Columns command to create a custom column configuration.
Select a feature, and it remains selected when you switch to the Machining Feature Navigator.
Use the Find Related Operations command to automatically select operations in the Operation Navigator that machine the selected feature.
Use the Fit View to Selection command to easily locate a feature in the graphics window that you want to compare.
When you select the graphics window tab for a part file, it becomes the active revision. When the Synchronize Graphical Views command is active, the Manufacturing Compare Tool synchronizes the actions, such as sorting, scrolling, or filtering, in the navigator view for both revisions.
For all comparisons, the text for an object displays in the same color font in both revisions.
Example:
Compare Object Names, selecting the active revision
To view the differences between versions, you can display the Description column as shown in the previous example, or you can hover over an object to see the tool tip.
Example:
Where do I find it?
Application
Manufacturing
Prerequisite
The CAM setup and parts to machine must follow the master model structure, with WAVE linked geometry, that is recommended for CAM.
Resource bar
Manufacturing Compare Tool Navigator tab"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1760627,Compare CAM part revisions workflow,"Load the two part revisions to compare.
We recommend that you load only the two part revisions that you are comparing.
In the Manufacturing Compare Tool Navigator, click Load First Revision .
Click Load Second Revision .
If they are not already selected, activate Synchronize Graphical Views and Color Ancestors Containing Differences .
Expand the hierarchy of either revision.
The compare tool synchronizes the actions in the other revision when you change one revision.
Activate the filters you need to compare the revisions.
Select from the following:
Compare Object Names
Compare Parent-Child Relations
Compare Child Order
Compare Properties
Select a column configuration that displays the information you wish to review.
Right-click a header in the Manufacturing Compare Tool Navigator, and choose Column Configuration→Feature, Full Columns Configuration, or Default.
Default displays the Title, Comparison, and Description columns.
Feature displays information on the feature status.
Full Columns Configuration displays all the attributes.
Activate filters to limit the information displayed.
Use these commands to control how the compare tool analyzes the data strings.
Match Case
Ignore White Space Characters
Use the Show Only Properties with Differences command to hide columns with identical property values.
Use the Configure Columns command to hide columns that do not have useful information for your analysis.
Review the feature or features with differences.
Review the Description column or tool tip information.
In the Manufacturing Compare Tool Navigator, select the feature to analyze.
Choose Menu→View→Operation→Fit View to Selection to find your feature in the graphics windows.
In the active revision, right-click the feature node and choose Find Related Operations to switch to the Operation Navigator and view the operations used to machine the feature.
You can also choose Find Related Tools to view the tools used to machine the feature.
Tip:
Select the graphics window tab of a part file to make it the active revision.
Close the part files or minimize the Manufacturing Compare Tool Navigator when you are done comparing revisions.
To minimize the compare tool, do the following:
Right-click a header in the Manufacturing Compare Tool Navigator and choose Collapse All.
Click Load First Revision .
This step reloads the part file and loads only the root node in the Manufacturing Compare Tool Navigator, so that the compare tool stops processing the features."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1760285,Manufacturing Compare Tool Navigator commands,"Manufacturing Compare Tool Navigator commands
Load First Revision
Loads a part file into the Compare Tool as the first revision.
Load Second Revision
Loads a part file into the Compare Tool as the second revision. The selection order is not important.
Compare Object Names
Compares the object names in the Title column.
Displays the text for an object in green font if the object name differs in the two revisions. Also displays Difference: name in the Description column, and in the object's tool tips.
Compare Parent-Child Relations
Compares the parent-child relations within the hierarchy structure.
Displays the text for an object in a bold red font if the immediate parent object differs in the two revisions, or if the object has different children in the two revisions. Also displays Difference: parent in the Description column, and in the object's tool tip.
Compare Child Order
Available when Compare Parent-Child Relations is selected.
Compares the child order, or the sequence within a group.
Displays the text for an object in a bold red font if the order of the object's children differs in the two revisions. Also displays Difference: child in the Description column, and in the object's tool tip.
Compare Properties
Compares the properties, including any associated attributes, for each object in the hierarchy.
Note:
Compare Properties compares the text strings that define each property. Select the Match Case or Ignore White Space Characters to control how the Manufacturing Compare Tool analyzes the strings.
Show Only Properties with Differences
Available when Compare Properties is selected.
Shows only the property columns where the first and second revisions have different values. This simplifies the display.
Match Case
Matches case when comparing strings.
Ignore White Space Characters
Ignores white spaces when comparing strings.
Color Ancestors Containing Differences
Displays the Title and Comparison text for an object in blue font if the revisions for that object do not have differences, but one or more of the descendants of that object have differences.
Expand/Collapse to Show Only Differences
Expands the hierarchy for objects that have differences in their descendants to show the specific differences. Collapses the hierarchy for objects that do not have differences in their descendants.
Synchronize Graphical Views
Synchronizes the graphics view for both revisions, so that any viewing change in one view also applies to the other view.
Manufacturing Compare Tool Navigator node commands
The following commands are available when you right-click a feature or feature group node in the Manufacturing Compare Tool Navigator.
Find Related Operations
Available when you select a feature node in the active part file.
Opens the Operation Navigator and selects the operation nodes that belong to the machining feature you selected in the Manufacturing Compare Tool Navigator.
Find Related Tools
Available when you select a feature node in the active part file.
Opens the Operation Navigator and selects the tool nodes that belong to the machining feature you selected in the Manufacturing Compare Tool Navigator.
Columns
The Manufacturing Compare Tool Navigator has the same columns as the Manufacturing Feature Navigator, plus the following:
Comparison
Displays one of the following for each object in the revision versions:
No entry
The object is identical in the first and second revision.
Different in green font
The object has one or more properties that are different in the second revision panel. The differences display in the Description column, and in the object's tool tip.
Example:
Comparison: Difference: property values: X_ORIENTATION_L, Y_ORIENTATION_L Has differences in descendants
Unique in red font
The object is unique to this model. Only appears in this model displays in the Description column, and in the object's tool tip.
Description
Displays the status of the feature. If there are differences between the two revisions, displays the differences.
Example:
Status: Up to Date Difference: property values: DIAMETER_1, Geometry Status"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1022766,Automating manufacturing process documents,"The time that you spend on manually generating NC job process sheets could be as much as half the total time required to create a complete NC package. To maintain the process sheets you must manually synchronize multiple inputs and this process can be error prone. It is also easy to overlook automatic changes to the NC program. To create job process sheets that NX can automatically update, use the Documentation operation or the Author Work Instructions command.
In a typical workflow you create a Documentation operation where you create job process sheets with information such as setup instructions, a tool list, and an operation list for the overall program. You place the Documentation operation at the beginning of the program. You then use the Author Work Instructions command to create and attach job process sheets to individual CAM operations. NX updates all associative data in your job process sheets, for example:
Drafting sheets
Tool information
Tool and operation lists
MOM variables
Lightweight section views
When your workflow is complete, you can publish the job process sheets as PDF or HTML files. When you select a program to publish the work instructions, NX adds all of the process sheets in their program order, and links them to the table of contents. You can select a single operation to publish only the process sheets required by that operation.
Operation Navigator
There is a separate column in the Operation Navigator to show you which operations have work instructions assigned to them. In the following example, the GENERAL_SETUP operation is a Documentation operation. Work instructions are added to the CAVITY_MILL and FLOOR_WALL_IPW operations using the Work Instructions command.
Name
Path   
Work Instructions   
Time
PROGRAM
01:56:01
GENERAL_SETUP 
00:30:00
MILL   
01:13:26
CAVITY_MILL   
00:17:58
FLOOR_WALL_IPW   
00:05:36
FIXED_CONTOUR   
00:12:31
VARIABLE_STREAMLINE   
00:28:29




The Time column includes a separate Manual value that shows the time you add for tasks such as measuring or cleaning.
CAVITY_MILL   
00:17:58
00h 15m 56s Cutting
00h 00m 02s Non Cutting
00h 02m 00s Manual
00h 17m 56s Total

Note:
Do not include Documentation operations as the target for the following commands, as unexpected results may occur.
Parallel Generate
Replay
Object Transform
Simulate
Gouge Check
Verify
Where do I find it?
Application
Manufacturing
Prerequisite
You must install the wkhtmltopdf utility in your C:\Program Files\wkhtmltopdf folder to export the work instructions as a PDF. Version 0.12.5 is recommended. This version of the wkhtmltopdf utility is available at https://github.com/wkhtmltopdf/wkhtmltopdf/releases/0.12.5/
Command
Create Operation
Documentation
Location in dialog box
Creating a Documentation program:
Create Operation dialog box→Type list→work_instructions→Operation Subtype group→Documentation
Adding work instructions to a CAM operation:
Right-click the operation→Work Instructions→Author"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1057199,Associative and non-associative work instruction information,"Work instructions can contain associative and non-associative information. NX updates associative information. You must update non-associative information manually.
Associative information that is updated automatically
NX updates the following information as the part file is updated.
MOM variable values
Operation specific product views
Tool and operation lists
Attributes for components
NX updates the following information when the source file is updated.
Image files
Hyperlinks
Non-associative information that you must update
Estimated time to complete tasks
Rich text and standard text"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1118065,Create Work Instructions example,"In this example, the following setup assembly contains the part to machine.
Assembly Navigator
Descriptive Part Name   
Info   
Notes
WI_part_setup
Constraints
WI_part
Part component
WI_blank
Blank
sim_fix_vise
Fixture components
sim_fix_visejaw
WI_fix_spacer x 2
tool_1
Tool 1 drawing sheet subassembly
tool_2
Tool 2 drawing sheet subassembly
The Operation Navigator has the following structure in the Program Order view with the Work Instructions column added.
Name
Path   
Work Instructions   
Time
PROGRAM_1
01:27:46
MILL   
01:23:41
CAVITY_MILL   
00:21:16
FLOOR_WALL_IPW   
00:06:48
FIXED_CONTOUR   
00:17:27
VARIABLE_STREAMLINE   
00:27:07
CONTOUR_PROFILE   
00:06:32
PLANAR_PROFILE   
00:03:31
SPOT_DRILL   
00:00:26
SPOT_DRILL   
00:00:14
DRILL   
00:01:35
DRILL_IN_CENTER_S1H   
00:01:23
HOLE_MILL   
00:02:04
HOLE_MILLING   
00:01:52
You will add a Documentation operation to the beginning of the PROGRAM_1 program. The operation contains the following process sheets:
Setup instructions
Tool sheet
Tool list
Operation list
You will also use work instructions to add a process sheet to an individual operation.
First step
> 1. Create a Documentation operation for the general setup instructions"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1118064,1. Create a Documentation operation for the general setup instructions,"Choose Home tab→Insert group→Create Operation .
In the Create Operation dialog box, set the following operation parameters:
Type group
List = work_instruction
Operation Subtype group
Documentation
Location group
Program = PROGRAM
Tool = NONE
Geometry = NONE
Method = NONE
Name group
general_setup
Click OK.
In the Documentation dialog box, in the Instruction Sheets group, under Name, SHEET_1 is selected by default.
SHEET_1
If you work on a single monitor, you may not want continuous updates to the HTML preview. To prevent htese updates, in the Preview group, clear the Preview check box. To review each process sheet after you create it, click Display .
In the Format group, select General Instructions.
SHEET_1
In the Sheet Title box, type General Instructions.
The default sheet title is operation name – Sheet n, where n is the sheet number. Changing the sheet title to match the format name helps you to manage your sheets.
The General Instructions sheet contains predefined instructions that apply to every job. Your administrator defines the content.
Next step
> 2. Add the fixture setup sheet"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1118074,2. Add the fixture setup sheet,"To add a new sheet, in the Sheet Actions group, click Add .
SHEET_1
SHEET_2
To format the new sheet, in the Instruction Sheets group, select SHEET_2.
In the Format group, select Setup Instructions.
SHEET_1
SHEET_2
OWI_PROD_VIEW_1
OWI_TEXT_1
OWI_TEXT_2
To enter a meaningful name for the new sheet, in the Sheet Title box, type Setup Instructions.
Select OWI_PROD_VIEW_1.
Set the current view to show your fixture without the part or blank.
Assembly Navigator
Descriptive Part Name   
WI_part_setup
Constraints
WI_part
WI_blank
sim_fix_vise
sim_fix_visejaw
WI_fix_spacer x 2
Click Capture current view .
Select OWI_TEXT_1.
In the text box, type your setup instructions.
Example:
Mount rails in vise.
Position rails to avoid the holes in the finished part.
Select OWI_TEXT_2.
In the text box, enter general tool information.
You will add the tool list later.
SHEET_1
SHEET_2
OWI_PROD_VIEW_1
OWI_TEXT_1
OWI_TEXT_2
Next step
> 3. Add instructions to position the part blank in the fixture"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1118075,3. Add instructions to position the part blank in the fixture,"Click Add .
SHEET_3
Select SHEET_3.
In the Format group, select Setup Instructions.
SHEET_3
OWI_PROD_VIEW_1
OWI_TEXT_1
OWI_TEXT_2
Enter a meaningful name for the new sheet.
Select OWI_PROD_VIEW_1.
Set the current view to show your setup with the blank positioned in the fixture.
Assembly Navigator
Descriptive Part Name   
WI_part_setup
Constraints
WI_part
WI_blank
sim_fix_vise
sim_fix_visejaw
WI_fix_spacer x 2
Click Capture current view .
Select OWI_TEXT_1.
In the text box, type your setup instructions.
Example:
Ensure blank is level in fixture and tighten vise.
Select OWI_TEXT_2.
In the text box, enter additional information.
SHEET_3
OWI_PROD_VIEW_1
OWI_TEXT_1
OWI_TEXT_2
Next step
> 4. Add the tool details"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1118076,4. Add the tool details,"This example adds a detailed sheet for a tool to the Documentation operation. You will also add a tool sheet to the Work Instructions for an operation. You can include the tool information in either location or both locations.
Add a new sheet.
SHEET_4
Set the format for SHEET_4 to Tools and give the sheet a meaningful name.
SHEET_4
OWI_DWG_1
OWI_TEXT_1
Select OWI_DWG_1.
From the Drawing list, select the tool drawing sheet.
The Drawing list shows all drawings that are in the part file.
Select OWI_TEXT_1.
Enter a description of the tool.
Tip:
Save your tool information in text files. You can add these files to the instruction sheet using the Insert Text from File command.
SHEET_4
OWI_DWG_1
OWI_TEXT_1
Repeat steps 1-6 to add process sheets for all of the required tools.
This example adds only one tool.
Next step
> 5. Add the operation list"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1118077,5. Add the operation list,"Add a new sheet.
SHEET_5
Set the format for SHEET_5 to Operation List and give the sheet a meaningful name.
SHEET_5
OWI_PROD_VIEW_1
OWI_TEXT_1
OWI_OPER_LIST_1
Select OWI_PROD_VIEW_1.
Set the current view to show your setup with the part positioned in the fixture.
Assembly Navigator
Descriptive Part Name   
WI_part_setup
Constraints
WI_part
WI_blank
sim_fix_vise
sim_fix_visejaw
WI_fix_spacer x 2
Click Capture current view .
Select OWI_TEXT_1.
Enter information for your operation list.
Select OWI_OPER_LIST_1.
In the Operation List group, from the Program Group list, select the program group that you want to document.
For this example, select PROGRAM_1, which is the top level program.
Operation Navigator, Program Order view:
Name
PROGRAM_1
MILL   
SPOT_DRILL   
DRILL   
HOLE_MILL   
NX inserts a list of all operations within the selected program group into the Operation List process sheet.
SHEET_5
OWI_PROD_VIEW_1
OWI_TEXT_1
OWI_OPER_LIST_1
Next step
> 6. Add the tool list"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1118078,6. Add the tool list,"Add a new sheet.
SHEET_6
Set the format for SHEET_6 to Tool List by Name or Tool List by Number and give the sheet a meaningful name.
SHEET_6
OWI_DWG_1
OWI_DWG_2
OWI_DWG_3
OWI_DWG_4
OWI_TOOL_LIST_1
Select OWI_DWG_1.
From the Drawing list, select the tool drawing.
Repeat steps 3 and 4 for OWI_DWG_2 through OWI_DWG_4.
You can add up to 4 tool drawings. To add more tool drawings, add another tool list sheet.
Select OWI_TOOL_LIST_1.
In the Tool List group, from the Program Group list, select PROGRAM_1.
SHEET_6
OWI_DWG_1
OWI_DWG_2
OWI_DWG_3
OWI_DWG_4
OWI_TOOL_LIST_1
Next step
> 7. Complete the documentation operation"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1118079,7. Complete the documentation operation,"Order your instruction sheets.
In the Name list, select a sheet.
In the Sheet Actions group, click or .
The names in the list always reflect the order in which the sheets will be published in the PDF. To identify a sheet, look at the name you assigned to it in the Sheet Title box.
In the Time group, type 1800.
You enter the time in seconds. This is the estimated time to complete all of the manual tasks required for the general setup before machining. You will enter additional time to the work instructions for each operation to account for any manual tasks required by that operation.
Click OK to save your documentation operation.
Move the documentation operation to the beginning of the program.
Operation Navigator, Program Order view
Name
Path   
Work Instructions   
Time
PROGRAM_1
01:57:46
GENERAL_SETUP 
00:30:00
MILL   
01:23:41
CAVITY_MILL   
00:21:16
Generate the documentation operation.
Operation Navigator, Program Order view
Name
Path   
Work Instructions   
Time
PROGRAM_1
01:57:46
GENERAL_SETUP 
00:30:00
MILL   
01:23:41
CAVITY_MILL   
00:21:16
Note:
You must generate the documentation operation to change the program status from Regenerate to Repost even though the operation does not contain a tool path.
Next step
> 8. Add work instructions for the individual operations"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1118080,8. Add work instructions for the individual operations,"In the Operation Navigator, right-click the CAVITY_MILL node and choose Work Instructions→Author.
CAVITY_MILL   
In the Author Work Instructions dialog box, select SHEET_1.
SHEET_1
Set the format for SHEET_1 to Operations and give the sheet a meaningful name.
SHEET_1
OWI_PATH_VIEW_1
OWI_TEXT_1
OWI_DWG_1
Select OWI_PATH_VIEW_1.
Orient your part for the best view of the tool path.
Note:
The tool path may not appear in the graphics window, but it will appear in the operation process sheet.
Click Capture current view .
Preview your operation sheet to confirm that the tool path is clearly visible.
Select OWI_TEXT_1.
In the text box, enter your operation instructions. Include the name of the tool to use for this operation.
Select OWI_DWG_1.
From the Drawing list, select the operation drawing sheet.
SHEET_1
OWI_PATH_VIEW_1
OWI_TEXT_1
OWI_DWG_1
Add and format a sheet for the tool details and set the required information.
SHEET_2
OWI_DWG_1
OWI_TEXT_1
In the Time group, type 120.
This is the estimated time to complete manual tasks for the CAVITY_MILL operation.
Click OK to save your work instructions.
The Operation Navigator shows the manual time added to the CAVITY_MILL operation.
Name
Path   
Work Instructions   
Time
PROGRAM
01:59:46
GENERAL_SETUP 
00:30:00
MILL   
01:25:41
CAVITY_MILL   
00:23:16
Repeat steps 1-14 for each operation.
Next step
> 9. Publish the work instructions"
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1118081,9. Publish the work instructions,"This example publishes the work instructions for the general setup and all operations within the program group to a PDF file. NX publishes all of the Work Instructions job process sheets for the selected node. You can select a single operation to publish only the job process sheets required by that operation.
Note:
You must install the wkhtmltopdf utility in your C:\Program Files\wkhtmltopdf folder to export the work instructions as a PDF. Version 0.12.5 is recommended. This version of the wkhtmltopdf utility is available at https://github.com/wkhtmltopdf/wkhtmltopdf/releases/0.12.5/
In the Operation Navigator, select the PROGRAM_1 node.
Choose Home tab→Operations group→More→Publish Work Instructions.
In the Publish Work Instructions dialog box, in the Output Format group, click PDF.
In the Output File group, click Browse and navigate to the folder to save your file.
Your administrator sets an environment variable to control where you can publish Work Instructions output. By default, the location is the same folder that contains your manufacturing setup assembly part file.
Name the file.
Select the Open File After Publishing check box.
In the PDF Options group, set your formatting options.
Click OK."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1057319,Author Work Instructions command and Documentation operation,"You use the Documentation operation to create an operation that contains job process sheets and manual task information for the overall program. You use the Author Work Instructions command to create and attach job process sheets to a selected CAM operation.
Within both the Documentation and the Author Work Instructions dialog boxes, the steps to create job process sheets and control their formatting and organization are the same.
When you open either dialog box, there is one sheet with the default name [operation name] - Sheet1. The default name appears in the Sheet Title box. As a best practice, rename each sheet so that you know its purpose. The sheet title is the table of contents entry when you publish the work instructions.
The warning symbol indicates that the sheet is not yet formatted.
When you select an option from the Format list, the sheet status changes to .
Sheet formats
Each sheet format includes unique components. The available components depend on the object that you select in the Name list. For example, the Setup Instructions sheet includes a component to capture the product view.
Sheet components
When you select a sheet component in the Name column, NX displays the available options in the component group.
For example, if you select a view component, NX displays view options."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1022631,Author Work Instructions and Documentation dialog boxes,"Note:
Your administrator may customize the dialog box with different contents.
Instruction Sheets
Name
Lists the sheets and sheet components.
Format
Displays the formats that you can apply to the selected instruction sheet.
General Instructions
Includes predefined instructions that apply to all setups, such as Maintain the work station in a clean and neat manner.
Setup Instructions
Includes a view of the setup and instruction text.
Setup Instructions with Image
Lets you add an image file to the setup.
Tip:
Export screen captures as image files, so that you can add them to instruction sheets.
Tools
Includes a drawing sheet and text.
Operations
Includes a view of the tool path, a drawing sheet, and text.
Operation List
Includes a view of the tool path, instruction text, and a drawing sheet.
Tool List by Name, Tool List by Number
Lets you add up to 2 drawing sheets and a tool list.
OWI_TEXT_1
Lets you enter text or insert text from a file. You can save your completed instructions to a text file to reuse in another operation.
Insert Variable
Displays a list of the available MOM variables. NX inserts the selected MOM variable in the instruction sheet. When you publish the work instruction sheet, it displays the current value of the MOM variable.
Insert Text from File
The text file format must be UTF-8 for all languages except English.
Save Note as Text File
Saves the text you entered for the OWI_TEXT_1 component as a file that you can reuse.
Insert Hyperlink
OWI_IMAGE
Lets you select an image file from the operating system.
OWI_OPER_LIST
Adds a list of operations from the selected program group to the instruction sheet.
OWI_PROD_VIEW
OWI_PATH_VIEW
Lets you add a camera view to the instruction sheet. You can select an existing camera view or capture a new view.
Capture current view
Captures the current view, including point of view, visibility of linked bodies, and assembly component visibility. Adds the view to the Select Camera list. OWI_PATH_VIEW also captures the tool path, even if it is not displayed in the graphics window.
Activate captured view
Activates the camera view captured for the OWI_PATH_VIEW or OWI_PROD_VIEW component.
Restore previous view
Restores the graphics window to the view in use before activating any work instruction views.
Display Tool
Lets you select a location along the path, at which to display the tool.
OWI_DWG
Lets you select a drawing sheet from a list that includes all drawings within the part file.
For help on adding drawing sheets for your tools, see:
Add a view from a different part
Sheet Actions
Lets you add new instruction sheets and control the sheet order.
Time
Lets you specify how much time to allow for manual tasks such as measuring or cleaning.
The Time column in the Operation Navigator includes a separate manual value that shows the time you add.
Preview
Preview
Updates the HTML display continuously for instruction sheets as you make changes.
Display
Updates the HTML display. Use this option with the Preview check box cleared to avoid continuous updates in the instruction sheet display."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1105362,Manual Control dialog box,"Machine Stop
Active
Creates a machine stop command that displays the operator message text.
Operator Message
Lets you enter text to describe the manual task that must be performed.
Insert Variable
Displays a list of the available MOM variables. NX inserts the selected MOM variable in the operator message. When you postprocess the manual control operation, the machine code displays the current value of the MOM variable.
Documentation
Work Instructions
Opens the Author Work Instructions dialog box."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1058886,Work Instruction template files,"The following list includes the Work Instruction files required for all templates, and the files that define the standard Tool List by Name template sheet supplied with NX. The files for the other template sheets are omitted for clarity.
owi_template_tool_list_by_name_files
File folder that contains the sheet component files for the Tool List by Name template.
path_image.png
Placeholder image for the OWI_PROD_VIEW and OWI_PATH_VIEW components. You can replace this image when you customize your templates.
filelist.xml
owi.dat
Controls the templates available in the Format list in the Work Instructions dialog box.
owi_excel.tcl
TCL file required by all templates.
owi_excel.tpl
TPL file required by all templates.
owi_quicktext.txt
Contains the text available in the Author Work Instructions and Documentation dialog boxes, and in the Quick Text list.
owi_template_tool_list_by_name.htm
Template HTML file. Excel generates the file when you publish the template.
owi_template_tool_list_by_name.tcl
TCL file required to publish the Tool List by Name template. Every template has an associated TCL file. The names of the Excel file and the TCL file must match.
owi_template_tool_list_by_name.xlsx
Excel file for the Tool List by Name template. You edit this file to change the sheet format.
publish_owi_excel.tpl
TPL file required to publish all templates.
Where do I find it?
Application
Manufacturing
File location
(Default) $UGII_BASE_DIR\mach\resource\owi
The environment variable UGII_CAM_WORK_INSTRUCTION_DIR defines the location of the Work Instruction template files."
https://docs.sw.siemens.com/en-US/doc/209349590/PL20231101866122454.mfggeneral/xid1119024,Work Instruction Excel template file commands and format,"Work Instruction template commands
Within a template file, the OWI_ commands call the different sheet components. To include multiple instances of the same component, number the components sequentially. For example, if you need a text block, enter OWI_TEXT_1 in a cell. If you need three text blocks, enter OWI_TEXT_1, OWI_TEXT_2, and OWI_TEXT_3 in their respective cells.
OWI_DWG_1
Inserts a drawing component.
OWI_OPER_LIST_1
Inserts an operation list.
OWI_PATH_VIEW_1
Inserts a captured camera view that includes the tool path.
OWI_PROD_VIEW_1
Inserts a captured camera view of the manufacturing setup.
OWI_TEXT_1
Inserts a text block where the user can enter text, insert mom variables, insert hyperlinks, or insert text from a file.
OWI_TOOL_LIST_1
Inserts a tool list.
OWI_IMAGE_1
Inserts an image file that the user selects. Supported file types are .bmp, .jpg, .gif, .png, and .tif.
${mom_owi_manual_time}
Inserts the time entered in the Estimated Time to Complete Task box of the Documentation dialog box.
${mom_attr_PART_PARTNUM}>OP:${mom_attr_PART_MFG_OP}
Inserts the PARTNUM and PART_MFG_OP attributes. You can delete this command if you do not use the attributes.
mom_attr commands extract attributes defined for your part in the Displayed Part Properties dialog box.
Tip:
To view the part attributes:
Assembly Navigator,→right-click the setup assembly→Properties→Attributes tab
###xx###
Indicates a sheet formatting command.
${}
Indicates a call to a mom variable.
Example Excel template file
This example shows the contents of the owi_template_tool_list_by_name.xlsx file for the Tool List by Name template. Sheet formatting commands appear in red text.
###PAGE_CONTENT_LENGTH###, 9, IN
Sets the page length at 9 inches. The valid length units are IN and MM.
###REPEAT_TITLE###, No
Specifies that only the contents between ###BODY_START### and ###TITLE_START### are repeated at the top of each page. For this example, the sheet title is repeated. If you enter Yes, everything between ###TITLE_START### and ###TABLE_START### is also repeated at the top of each page.
The code between ###TITLE_START### and ###TABLE_START### is considered the title section of the template.
Path Image
The path_image.png file is a placeholder image for the OWI_PROD_VIEW, OWI_PATH_VIEW, and OWI_DWG components. The graphic in the template must fit within the borders of the cell or merged cells where you insert it. This is so that the captured camera view or drawing also fits within the assigned borders in the work instruction sheet.
For this tool list example, NX repeats everything between ###TABLE_START### and ###TABLE_END### for each tool. In an operation list sheet, NX repeats the code for each operation.
There are formatting requirements for the operation list and tool list table row. The first column must be one of the following:
Index, my_index
Operation Name, mom_operation_name
Tool Name, mom_tool_name
Tool Number, mom_tool_number
If you do not use Index, then the first column is the table key. For example, if the first column contains mom_tool_name, then mom_operation_name lists all operations that use that tool.
If the first column is Index, then the second column is the table key and must contain one of the following:
mom_operation_name
mom_tool_name
mom_tool_number
Where do I find it?
Application
Manufacturing
File location
(Default) $UGII_BASE_DIR\mach\resource\owi
The environment variable UGII_CAM_WORK_INSTRUCTION_DIR defines the location of the Work Instruction template files."
